id,created_at,text,sentiment,predicted_companies,valid_companies,invalid_companies
212021,2020-04-27 19:46:39+00:00,"I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn",negative,BRK.B;IRM;PCG;KO;CINF;TROW;TFC;WELL;MDLZ;AVB,,BRK.B;IRM;PCG;KO;CINF;TROW;TFC;WELL;MDLZ;AVB
308913,2020-05-07 15:18:33+00:00,$TACT #Stocks #StockMarket #TransactTechnologies released Q4 EPS on https://t.co/savSNTKlN1: Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. https://t.co/wwiCd5g9q5,neutral,AVB;MDLZ;VICI;CINF;ROL;PNW;ABT;DOW;WELL;UNH,,AVB;MDLZ;VICI;CINF;ROL;PNW;ABT;DOW;WELL;UNH
865666,2020-07-12 17:23:03+00:00,@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,negative,AZO;NFLX;HAL;WELL;ROL;LIN;ALB;CARR;GOOGL;GOOG,,AZO;NFLX;HAL;WELL;ROL;LIN;ALB;CARR;GOOGL;GOOG
242185,2020-04-29 20:14:11+00:00,$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,neutral,FANG;CNP;EXE;DOW;VICI;TRMB;PAYX;VLTO;WELL;AVB,,FANG;CNP;EXE;DOW;VICI;TRMB;PAYX;VLTO;WELL;AVB
281647,2020-05-05 17:01:12+00:00,$DIS Earnings tonight 😬,neutral,DOW;BRK.B;MDLZ;KO;XOM;MCD;TROW;ITW;TMO;UBER,,DOW;BRK.B;MDLZ;KO;XOM;MCD;TROW;ITW;TMO;UBER
647226,2020-06-24 05:10:43+00:00,"Godrej Consumer Products Limited
#GODREJCP
Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
#Stocktotrade #Stockstowatch #stocks #Nifty   #nifty50 #stockmarket #stockstowatch #stockmarketnews #stocks #stockstotrade https://t.co/IWLcaKsL5i",positive,AVB;BRK.B;VLTO;OMC;ABT;CINF;IVZ;BLK;PNW;UNH,,AVB;BRK.B;VLTO;OMC;ABT;CINF;IVZ;BLK;PNW;UNH
110902,2020-04-18 18:18:45+00:00,"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…",neutral,GD;UBER;BBY;VLTO;TRMB;OMC;VTRS;PNW;LLY;FANG,,GD;UBER;BBY;VLTO;TRMB;OMC;VTRS;PNW;LLY;FANG
684239,2020-06-27 13:21:42+00:00,"RT @jchatterleyCNN: ""The hate speech is there because it maximizes engagement,"" says @Moonalice, an early Zuckerberg advisor. #Facebook has…",negative,UBER;PTC;BBY;LULU;IFF;V;CMG;LKQ;TROW;ROL,,UBER;PTC;BBY;LULU;IFF;V;CMG;LKQ;TROW;ROL
597933,2020-06-21 22:49:05+00:00,Grand Canyon Education Inc $LOPE Short Interest Update https://t.co/E99nrOLrGp #stocks,positive,AVB;VICI;IRM;UNH;CCI;ABT;DHI;VRSN;TFC;PNW,,AVB;VICI;IRM;UNH;CCI;ABT;DHI;VRSN;TFC;PNW
167838,2020-04-23 20:15:43+00:00,"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…",positive,UBER;AME;V;MDLZ;BRK.B;XOM;ITW;HPQ;DOW;MCD,,UBER;AME;V;MDLZ;BRK.B;XOM;ITW;HPQ;DOW;MCD
53765,2020-04-14 15:21:34+00:00,"$TLSRP #Stocks #StockMarket #Telos reports Q4 EPS on https://t.co/savSNTKlN1: Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. https://t.co/nBCfiBIp8W",positive,V;ESS;VTRS;PNW;PTC;TFC;TROW;AME;BBY;MCD,,V;ESS;VTRS;PNW;PTC;TFC;TROW;AME;BBY;MCD
361303,2020-05-30 17:21:23+00:00,"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link https://t.co/koQgj5Jyl5 

#freetrade #shares #invest #investing #trading #trading212 #free #money #stocks",positive,CCI;ESS;AVB;PAYX;CI;VTRS;VICI;NDAQ;IVZ;VTR,,CCI;ESS;AVB;PAYX;CI;VTRS;VICI;NDAQ;IVZ;VTR
262290,2020-05-03 00:22:14+00:00,"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV https://t.co/NfgoJ77k55",negative,AVB;PNW;BRK.B;DOW;VTRS;CI;BLK;OMC;CCI;UNH,,AVB;PNW;BRK.B;DOW;VTRS;CI;BLK;OMC;CCI;UNH
528285,2020-06-15 14:28:46+00:00,"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,VTRS;PAYX;AVB;BLK;IFF;OMC;ALGN;ESS;TRMB;VRSN,,VTRS;PAYX;AVB;BLK;IFF;OMC;ALGN;ESS;TRMB;VRSN
710025,2020-06-29 02:30:21+00:00,https://t.co/Xq49xYJpuc #btc no wonder $msft accepts payment in bitcoin,positive,VRSN;VICI;CCI;VTRS;PNW;BSX;ABT;AVB;DOW;UNH,,VRSN;VICI;CCI;VTRS;PNW;BSX;ABT;AVB;DOW;UNH
20678,2020-04-10 00:47:44+00:00,NocTrader Bearish Breakout https://t.co/1V7l4Is0Qo #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime,negative,BLK;AVB;DHI;CINF;CI;IVZ;VICI;OMC;CCI;TROW,,BLK;AVB;DHI;CINF;CI;IVZ;VICI;OMC;CCI;TROW
619593,2020-06-23 21:51:12+00:00,"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL",positive,V;AME;KEYS;VTRS;PTC;QCOM;BBY;HPQ;UBER;SNPS,,V;AME;KEYS;VTRS;PTC;QCOM;BBY;HPQ;UBER;SNPS
190669,2020-04-24 11:43:46+00:00,"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…",neutral,AVB;TROW;TFC;CCI;VTRS;OMC;VICI;IFF;VRSN;UNH,,AVB;TROW;TFC;CCI;VTRS;OMC;VICI;IFF;VRSN;UNH
97917,2020-04-17 17:06:01+00:00,"$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz",positive,V;VTRS;GD;PAYX;HPQ;BBY;UNH;BRK.B;TFC;AME,V,VTRS;GD;PAYX;HPQ;BBY;UNH;BRK.B;TFC;AME
273468,2020-05-04 04:23:42+00:00,"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…",positive,UNH;CI;PAYX;AVB;WELL;TFC;DHI;CINF;ESS;VTR,UNH;CI,PAYX;AVB;WELL;TFC;DHI;CINF;ESS;VTR
507004,2020-06-11 08:40:12+00:00,Wave 2 might be in progress. #es_f $spx $spy $vix #sp500 https://t.co/wVShozYIVX,negative,VICI;CCI;PNW;CNP;VTRS;VRSN;VTR;AVB;IVZ;IRM,,VICI;CCI;PNW;CNP;VTRS;VRSN;VTR;AVB;IVZ;IRM
308877,2020-05-07 15:20:41+00:00,"$ES_F Putin Saudi deal could be THE CATALYST to get above 2900 https://t.co/ESjnX5sNjT 
 
#Crude $CL_F $SPX $SPY $ES_F https://t.co/A3vMwvAe8v",negative,CCI;VTRS;VICI;PAYX;V;AVB;PNW;VRSN;VLTO;TRMB,,CCI;VTRS;VICI;PAYX;V;AVB;PNW;VRSN;VLTO;TRMB
711465,2020-06-30 23:01:28+00:00,"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,TXT;OMC;BRK.B;BLK;MCD;KO;WELL;BEN;NFLX;MDLZ,,TXT;OMC;BRK.B;BLK;MCD;KO;WELL;BEN;NFLX;MDLZ
709559,2020-06-29 03:55:19+00:00,RT @Fxhedgers: FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB,negative,WELL;AVB;DOW;BRK.B;OMC;BSX;PSA;EXE;TXT;BLK,,WELL;AVB;DOW;BRK.B;OMC;BSX;PSA;EXE;TXT;BLK
876844,2020-07-13 17:07:26+00:00,"@Mahhsonn lots of others. $MU, $DIS, $AAPL, $AXP to name a few",neutral,MCD;AZO;DPZ;KO;UBER;WELL;AVB;VICI;RMD;ROL,,MCD;AZO;DPZ;KO;UBER;WELL;AVB;VICI;RMD;ROL
737617,2020-07-01 13:16:19+00:00,$PFE #BioNTech #BNT162 #SARSCoV2 #COVID19 #vaccines. $BNTX closing price today.,negative,CCI;UNH;PNW;PAYX;VICI;AVB;VTRS;TMO;ABT;TFC,,CCI;UNH;PNW;PAYX;VICI;AVB;VTRS;TMO;ABT;TFC
602096,2020-06-21 10:01:30+00:00,"RT stock_family: https://t.co/gJmA3QYHha

$SPY $EEM $GLD $VXX 👁👁 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd",neutral,AVB;CCI;VICI;IVZ;MDLZ;PAYX;PNW;VTRS;CI;BLK,,AVB;CCI;VICI;IVZ;MDLZ;PAYX;PNW;VTRS;CI;BLK
430358,2020-06-05 09:34:45+00:00,"Asia Pacific stocks higher ahead of U.S. jobs report; airline stocks mostly soar.

$AMZN $AAPL $AMD $BA $BABA $FB $CRM $DDOG $TGT $GOOGL $ROKU $TSLA $SPX $SPY $TDOC $COST $ZM $GILD $USO $NVDA $ROKU $BYND $NFLX",positive,V;TROW;PNW;BLK;PAYX;TFC;GD;BBY;IVZ;VICI,,V;TROW;PNW;BLK;PAYX;TFC;GD;BBY;IVZ;VICI
932036,2020-07-16 14:11:15+00:00,"$HHT up 25% in 2 days

#stocks #OnlineClasses  $BOXL $LRN https://t.co/4mtdDPCoUh",positive,VICI;OMC;BLK;MDLZ;PAYX;CINF;AVB;BRK.B;CI;DHI,,VICI;OMC;BLK;MDLZ;PAYX;CINF;AVB;BRK.B;CI;DHI
726830,2020-06-30 00:38:27+00:00,"Available #onhand #stocks of REGULAR #CYTOKIT text me at 09653052991 💥

 #pampalaglag #cytotec #cytoteckit #abortion #mifepristone #misoprostol #abortionpills #abortionphilippines #cytotecphilippines #cytokitphilippines 09653052991 :) https://t.co/TRyMKKBdEL",neutral,AVB;IRM;VTR;CCI;DHI;VTRS;ABT;VICI;LLY;TFC,,AVB;IRM;VTR;CCI;DHI;VTRS;ABT;VICI;LLY;TFC
715511,2020-06-30 18:15:39+00:00,"RT @TheDomino: .@Tesla $TSLA market value just went over $200 billion for the first time ever...

Making it worth as much as Disney $DIS or…",positive,UBER;BRK.B;VTRS;BBY;LEN;PAYX;V;KO;TROW;DOW,,UBER;BRK.B;VTRS;BBY;LEN;PAYX;V;KO;TROW;DOW
260412,2020-05-03 08:47:09+00:00,"Updated fact sheets for #DSVpanalpina &amp; #Össur in Denmark after their Q1 2020 reporting + for #Gabriel after their Q2 2019/2020 reporting. 

#nobiz #dkbiz #sebiz #aktier #aksjer #OMX #OSEBX #OBX #udbytte #utbytte #stocks #osinko #osakkeet #dividend #dkpol https://t.co/nCnYh4EFCC",neutral,AVB;VICI;OMC;VLTO;CCI;CNP;DPZ;UNH;IRM;VTR,,AVB;VICI;OMC;VLTO;CCI;CNP;DPZ;UNH;IRM;VTR
411256,2020-06-04 18:21:58+00:00,"RT @DeItaOne: TESLA'S ELON MUSK CALLS FOR BREAKUP OF AMAZON 
$AMZN $TSLA",positive,VICI;BRK.B;CCI;PAYX;TRMB;AVB;BLK;MDLZ;OMC;VTRS,,VICI;BRK.B;CCI;PAYX;TRMB;AVB;BLK;MDLZ;OMC;VTRS
259331,2020-05-03 13:47:37+00:00,"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",neutral,CINF;IVZ;PNW;MDLZ;VICI;BLK;CNP;OMC;PEG;AVB,,CINF;IVZ;PNW;MDLZ;VICI;BLK;CNP;OMC;PEG;AVB
77296,2020-04-15 01:31:38+00:00,"More Retail fall-out. $V $MC =&gt; J.C. Penney explores bankruptcy as hopes for recovery fade, sources say https://t.co/WpZADdoMuc",positive,AVB;AZO;WELL;ROL;VICI;NVR;MDLZ;OMC;UNH;LEN,,AVB;AZO;WELL;ROL;VICI;NVR;MDLZ;OMC;UNH;LEN
872249,2020-07-13 21:05:49+00:00,"So long, focus groups. Here’s everything you need to know about the new data that’s directing Hollywood - $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm https://t.co/Hpa5PTk37E",positive,VICI;CCI;AVB;MTCH;PNW;UNH;PAYX;MDLZ;VLTO;BLK,,VICI;CCI;AVB;MTCH;PNW;UNH;PAYX;MDLZ;VLTO;BLK
168658,2020-04-23 19:30:58+00:00,Reliance Steel &amp; Aluminum $RS Issues Quarterly Earnings Results https://t.co/PCgkGYPBos #stocks,neutral,PNW;CINF;AVB;IVZ;VICI;MDLZ;TFC;DHI;ESS;LEN,,PNW;CINF;AVB;IVZ;VICI;MDLZ;TFC;DHI;ESS;LEN
806522,2020-07-08 22:58:23+00:00,Just read a few articles I see some good 🔥🔥🔥 stocks for this upcoming week 📊💻💰💰💰 #stocks #robinhood,positive,BBY;UBER;CMG;TROW;BRK.B;PG;MCD;KDP;KO;V,,BBY;UBER;CMG;TROW;BRK.B;PG;MCD;KDP;KO;V
718356,2020-06-30 15:33:46+00:00,More updates for the $SPY trades and comments on the $SPX at 11:32 AM https://t.co/aGpd3sXof2,neutral,CCI;ABT;VRSN;VTRS;IRM;VICI;VLTO;AVB;OMC;PEG,,CCI;ABT;VRSN;VTRS;IRM;VICI;VLTO;AVB;OMC;PEG
137587,2020-04-21 23:02:37+00:00,RT @frankmottek: Demand it now. Get it now. #MottekOnMoney Special Edition #podcast #Coronaviruscrisis #BearMarket #Oil #stocks #MainStreet…,positive,IRM;AVB;TFC;DHI;CCI;PAYX;BRK.B;VICI;BLK;VTR,,IRM;AVB;TFC;DHI;CCI;PAYX;BRK.B;VICI;BLK;VTR
134829,2020-04-20 06:50:28+00:00,"RT @ReutersBiz: Australia to force Facebook and Google to share advertising revenue with local media firms, becoming one of the first count…",negative,VTRS;V;OMC;FANG;TRMB;UBER;VICI;CCI;ESS;UNH,,VTRS;V;OMC;FANG;TRMB;UBER;VICI;CCI;ESS;UNH
63879,2020-04-15 22:15:32+00:00,Here's a little something buried in $BAC's Q1 earnings 1/,neutral,PHM;NVR;MDLZ;CINF;AZO;TXT;KO;CNP;DOW;LIN,,PHM;NVR;MDLZ;CINF;AZO;TXT;KO;CNP;DOW;LIN
727215,2020-06-30 00:05:31+00:00,"RT @ChrisDungeon: ""Innovation has nothing to do with how many R&amp;D dollars you have. When $AAPL came up with the Mac, IBM was spending at le…",positive,TXT;OMC;BRK.B;BLK;MCD;KO;WELL;BEN;NFLX;MDLZ,,TXT;OMC;BRK.B;BLK;MCD;KO;WELL;BEN;NFLX;MDLZ
541039,2020-06-16 15:35:26+00:00,"RT @SethCL: $SPY $SPX if youre not familiar with this pattern, it is typically the most bullish for you Ichimoku cloud sycophants ;-) The e…",positive,IFF;V;UBER;IRM;AME;ITW;MCD;LLY;TMO;IDXX,,IFF;V;UBER;IRM;AME;ITW;MCD;LLY;TMO;IDXX
50825,2020-04-14 18:00:04+00:00,"RT @NorthmanTrader: Goldman also says the lows are in and have a $SPX 3,000 target.",negative,DOW;TMO;AME;TRMB;ITW;OMC;BSX;BLK;PAYX;VTRS,,DOW;TMO;AME;TRMB;ITW;OMC;BSX;BLK;PAYX;VTRS
673153,2020-06-26 14:54:43+00:00,"ES now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf",positive,VTRS;PAYX;AVB;BLK;IFF;OMC;ALGN;ESS;TRMB;VRSN,,VTRS;PAYX;AVB;BLK;IFF;OMC;ALGN;ESS;TRMB;VRSN
723734,2020-06-30 08:01:24+00:00,"Looking for the best auto stocks to invest in? Check out this hand-curated list of 40 of the top-performing companies in the industry. 

https://t.co/LSWWsk7YV4 
#stocks #investing https://t.co/AY2O26HCnE",positive,TROW;ESS;UNH;DHI;BBY;BLK;OMC;AVB;LKQ;VICI,,TROW;ESS;UNH;DHI;BBY;BLK;OMC;AVB;LKQ;VICI
6505,2020-04-09 15:10:34+00:00,$DBMM #Stocks #StockMarket #DigitalBrandMediaAndMarketingGroup releases Q2 EPS on https://t.co/savSNTKlN1: In contrast to the Q1 Sales Tumbled by -49.626 % from $0 millions and from $0.00 per share. https://t.co/ReoSrnrIhx,neutral,AVB;WELL;ROL;DOW;VRSN;DVN;VICI;NVR;CINF;GOOG,,AVB;WELL;ROL;DOW;VRSN;DVN;VICI;NVR;CINF;GOOG
99399,2020-04-17 15:42:26+00:00,"ConocoPhillips $COP = 200,000 boepd
+ Chevron $CVX = 125,000 bpd
+ Occidental $OXY = 85,000 boepd
+ Apache $APA said would cut Permian rig counts to zero
+ Continental $CLR said would reduce production for April and May by 30% https://t.co/pMMSxigjSA",negative,FANG;EXE;AVB;VICI;APA;CNP;MDLZ;CINF;OMC;IVZ,APA,FANG;EXE;AVB;VICI;CNP;MDLZ;CINF;OMC;IVZ
109942,2020-04-18 20:48:35+00:00,Realogy Holdings Corp $RLGY Short Interest Update https://t.co/KtMrbE05ng #stocks,positive,VICI;AVB;UNH;CCI;VRSN;OMC;VTRS;ESS;PNW;DHI,,VICI;AVB;UNH;CCI;VRSN;OMC;VTRS;ESS;PNW;DHI
360757,2020-05-30 19:23:15+00:00,"$NERV down 72%! Overpanic, OVERSOLD!!!📈🍾💸🛒
 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BB $HSBC $LYG $TEVA $C $OXY $JNJ $LYFT $LK $ZM https://t.co/GwNBPlqb3j",negative,AVB;MDLZ;CINF;CNP;BLK;CI;VICI;OMC;PAYX;IVZ,,AVB;MDLZ;CINF;CNP;BLK;CI;VICI;OMC;PAYX;IVZ
873119,2020-07-13 20:15:42+00:00,2 million Robinhood accounts rammed with OTM call options just evaporated.. $QQQ $SPX,neutral,AVB;BRK.B;MDLZ;VICI;CINF;IVZ;OMC;WELL;NVR;VTR,,AVB;BRK.B;MDLZ;VICI;CINF;IVZ;OMC;WELL;NVR;VTR
148921,2020-04-21 06:50:38+00:00,$AAPL 1-hour view from 4/06 update presented to members at https://t.co/7pgSLh5SPg  pullback completed as a flat structure &amp; resumed higher  #Elliottwave #Trading #Apple https://t.co/Hryzfh471U,neutral,VICI;AVB;CCI;VTRS;PNW;IVZ;OMC;UNH;OKE;TRMB,,VICI;AVB;CCI;VTRS;PNW;IVZ;OMC;UNH;OKE;TRMB
363510,2020-05-30 08:04:05+00:00,"RT @iflickerman: ""All Free"" Retail is Back, Amazon $AMZN ready for Chapter 11 🤣🤣🤣 @JuliaLaRoche https://t.co/t4S8BD3REg",positive,AVB;TFC;CCI;VICI;VTRS;PAYX;TROW;DHI;MTCH;MDLZ,,AVB;TFC;CCI;VICI;VTRS;PAYX;TROW;DHI;MTCH;MDLZ
254853,2020-04-29 01:25:51+00:00,RT @AmericanBanking: Jefferies Financial Group Reaffirms “Buy” Rating for Alphabet $GOOG https://t.co/r2A7GeIc6F #stocks,neutral,V;PTC;BBY;GD;KEYS;IFF;TROW;LH;TFC;UBER,,V;PTC;BBY;GD;KEYS;IFF;TROW;LH;TFC;UBER
785264,2020-07-06 13:50:16+00:00,"[ $SPY $QQQ $IWM $SPX $NDX $RUT $AMZN $NFLX $AAPL $MSFT $BA $TSLA Stocks &amp; Option Alert  Service https://t.co/ZXTYWWzaA8 ]
$IBB   to Sell.]  =",negative,VICI;CCI;AVB;IVZ;PAYX;BLK;OMC;VRSN;BRK.B;VTRS,,VICI;CCI;AVB;IVZ;PAYX;BLK;OMC;VRSN;BRK.B;VTRS
402441,2020-06-03 13:01:49+00:00,"UnitedHealth Group - $UNH

💰 QUOTE
$UNH was UP ⬆ on Tue Jun 02
Closed at 306.31 USD for a 0.12% gain from previous close
📈 📈 📈

📊 ANALYSIS
UnitedHealth Group should be nationalized
☭ ☭ ☭",positive,UNH;VTRS;V;PAYX;PNW;TMO;OMC;BRK.B;MCD;VLTO,UNH,VTRS;V;PAYX;PNW;TMO;OMC;BRK.B;MCD;VLTO
436939,2020-06-06 13:01:38+00:00,"In the last 30 days, broad ETFs have seen huge inflows of money and rebounding from a horrible year.#etf #money #seen #30days #30day #bestday #stocks #markets #flows #economy #economics #recession #bearmarket #bullmarket #investing https://t.co/9KriEjC9Ur",negative,TROW;V;BBY;PG;BLK;OMC;BEN;ESS;BRK.B;CMG,,TROW;V;BBY;PG;BLK;OMC;BEN;ESS;BRK.B;CMG
416412,2020-06-04 11:03:32+00:00,"To be #successful in the #StockMarket, you must know the power of #compounding. #Compounding is #possible when you #invest in #stocks of #companies and #hold them for a very long time. Huge #returns can be made by #holding them in the long run.

@reliancejio
@TheOfficialSBI",positive,V;TROW;MCD;UBER;BBY;INTC;ITW;PTC;AME;CMG,,V;TROW;MCD;UBER;BBY;INTC;ITW;PTC;AME;CMG
328340,2020-05-08 00:30:51+00:00,Lots of replanting.... $HD https://t.co/NGcHkbT7yo,neutral,ESS;AVB;VTR;VICI;CCI;PSA;TFC;DHI;APA;WELL,,ESS;AVB;VTR;VICI;CCI;PSA;TFC;DHI;APA;WELL
752260,2020-07-02 14:25:34+00:00,$MRK VOLUME AT THIS POINT WOULD INDICATE AND MAKES IT REALISTIC THAT 80$ ! IF YOU HAVE EXTRA $ SAVE A LITTLE BACKFOR YOUR RAINY DAY ! VIX LOWER! GL. MAY THE FORCE BE WITH YOU! ( ; o )))),neutral,IRM;KO;MCD;DOW;DPZ;WELL;TFC;IFF;BSX;BRK.B,,IRM;KO;MCD;DOW;DPZ;WELL;TFC;IFF;BSX;BRK.B
347274,2020-05-28 03:22:57+00:00,"#PrivateDebt #Equities #Stocks $BIOX On the other hand, the company issued capital for more than 50 million dollars during the quarter, through the private placement of a convertible note maturing in 2023 for 42.5 million #dollars, Argentina https://t.co/rNGEMRnduX …",negative,AVB;CCI;ESS;EQR;VICI;LEN;APA;PNW;UNH;VTR,,AVB;CCI;ESS;EQR;VICI;LEN;APA;PNW;UNH;VTR
33990,2020-04-13 21:00:53+00:00,Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/Jygh6huARA $NVDA $TSLA $GS $REGN $BAC $GOOGL $FB,positive,OMC;VICI;AVB;BLK;PAYX;MDLZ;CCI;TRMB;VLTO;TFC,,OMC;VICI;AVB;BLK;PAYX;MDLZ;CCI;TRMB;VLTO;TFC
910748,2020-07-15 18:42:54+00:00,"RT @DKellerCMT: Stocks and bonds in lockstep over the last month with the $SPY to $TLT ratio essentially rangebound, just like the $SPX.  W…",positive,BRK.B;IVZ;TROW;MDLZ;DOW;BLK;VICI;TFC;IRM;CCI,,BRK.B;IVZ;TROW;MDLZ;DOW;BLK;VICI;TFC;IRM;CCI
326854,2020-05-08 04:28:29+00:00,"RT @moneycontrolcom: ⚡️ “Mornings With MC: Stock Market Updates, Now Serving!”

https://t.co/24GpOMIONQ

#Stocks #StockMarket #StocksToWatc…",neutral,TFC;TROW;VRSN;AVB;BBY;IRM;ESS;IVZ;OMC;IFF,,TFC;TROW;VRSN;AVB;BBY;IRM;ESS;IVZ;OMC;IFF
385043,2020-06-02 17:58:43+00:00,$SPX If you think price moves lower - you have plenty of time to wait for it to show you it wants to move lower. We're above last weeks high which last I changed was not bearish...Just wait for confirmation,negative,AZO;MCD;CARR;PNW;AME;HPQ;ITW;IRM;PHM;WELL,,AZO;MCD;CARR;PNW;AME;HPQ;ITW;IRM;PHM;WELL
916670,2020-07-15 12:59:54+00:00,"Gold equities present “an island of value against a backdrop of trouble”, Sprott Asset Management senior portfolio manager John Hathaway says.

#GOLD #stocks #equities #markets #investing
https://t.co/rlTN3s2WQl",positive,IRM;BRK.B;BLK;TROW;DHI;ESS;AVB;MDLZ;ROL;OMC,,IRM;BRK.B;BLK;TROW;DHI;ESS;AVB;MDLZ;ROL;OMC
630706,2020-06-23 10:11:03+00:00,"Bloomberg: Investors Are Spending Fresh Billions #Hedging Market Mania. $VIX $SPY $SPX $ES_F
https://t.co/98BuOZAVdJ

via @GoogleNews",positive,VICI;VRSN;OMC;CCI;IVZ;TFC;DPZ;PNW;VTRS;AVB,,VICI;VRSN;OMC;CCI;IVZ;TFC;DPZ;PNW;VTRS;AVB
731269,2020-07-01 18:38:56+00:00,@masterlongevity @Miljenkoz @zipjet $pfe released pre-print and didn’t wait for peer-review. $mrna and NIAID are releasing in peer-reviewed journal. Big difference and requires a more complete set of data to get published. Will be first peer-reviewed data we get to look at,neutral,AVB;PAYX;VTRS;ESS;ALGN;VLTO;UNH;BSX;IRM;CTSH,,AVB;PAYX;VTRS;ESS;ALGN;VLTO;UNH;BSX;IRM;CTSH
821009,2020-07-08 01:47:47+00:00,#Options Flow Grid Update $CAT #OptionsTrading Caterpillar Shares🔻1.57% to $127.4 #OptionsFlow #optiontrading #stocks #stock #StockMarket #investing #Investment https://t.co/Jj64hrH1R3 https://t.co/Efxh5QF5yy https://t.co/RhDjz9fN13,neutral,AVB;CCI;PNW;VICI;VTRS;OMC;TFC;IVZ;EQR;ABT,,AVB;CCI;PNW;VICI;VTRS;OMC;TFC;IVZ;EQR;ABT
268404,2020-05-04 14:43:39+00:00,"$DIS crushed the index in early 2010s out of a recession, willing to bet it does the same coming out of this recession. https://t.co/wPlcuqWjY3",negative,LKQ;PCG;SWK;WELL;NVR;PHM;AME;DOW;UBER;VTRS,,LKQ;PCG;SWK;WELL;NVR;PHM;AME;DOW;UBER;VTRS
761294,2020-07-03 16:50:31+00:00,"$AAPL - Apple's Handwriting On The Wall For Intel And AMD. https://t.co/wGimZoIpp4  - 1,324% profits - 1/2 in $$ - last 14 years - buy #AIM #investing book, get free newsltr &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $AAPL",positive,VICI;MDLZ;PAYX;BBY;OMC;UNH;TRMB;CI;VTRS;BLK,,VICI;MDLZ;PAYX;BBY;OMC;UNH;TRMB;CI;VTRS;BLK
541705,2020-06-16 15:00:24+00:00,"Amidst the repercussions of the #coronavirus // #COVID19 - get informed, be #educated &amp; stay ahead of the crowd.

SUBSCRIBE TODAY: https://t.co/qBGEqptFRE #microcaps #stocks #microcapstocks #stockmarket https://t.co/dXV6LvMnZc",neutral,TFC;IFF;VRSN;VTRS;TROW;V;IRM;ALGN;ESS;AVB,,TFC;IFF;VRSN;VTRS;TROW;V;IRM;ALGN;ESS;AVB
